"","IsWinner","track_id","artist_id","track_name","year","artist_name","genres","followers","acousticness","danceability","duration_ms","energy","instrumentalness","key","liveness","loudness","mode","tempo","time_signature","valence"
"4773","Nothing","6YuFv5d7iGeNnFMu6xphZl","73sIBHcqh3Z3NyqHKZ7FOL","Sober",2014,"Childish Gambino","atl hip hop",10884992,0.0979,0.701,252013,0.591,2.53e-05,0,0.551,-6.646,1,98.056,4,0.423
"4774","Nothing","0nJW01T7XtvILxQgC5J7Wh","0du5cEVh5yTK9QJze8zA0C","When I Was Your Man",2012,"Bruno Mars","dance pop",48306533,0.932,0.612,213827,0.28,0,0,0.088,-8.648,1,72.795,4,0.387
"4775","Nothing","3w3y8KPTfNeOKPiqUTakBh","0du5cEVh5yTK9QJze8zA0C","Locked out of Heaven",2012,"Bruno Mars","dance pop",48306533,0.049,0.726,233478,0.698,0,5,0.309,-4.165,1,143.994,4,0.867
"4776","Nothing","7BqBn9nzAq8spo5e7cZ0dJ","0du5cEVh5yTK9QJze8zA0C","Just the Way You Are",2010,"Bruno Mars","dance pop",48306533,0.0134,0.635,220734,0.841,0,5,0.0622,-5.379,1,109.021,4,0.424
"4777","Nothing","0KKkJNfGyhkQ5aFogxQAPU","0du5cEVh5yTK9QJze8zA0C","That's What I Like",2016,"Bruno Mars","dance pop",48306533,0.013,0.853,206693,0.56,0,1,0.0944,-4.961,1,134.066,4,0.86
"4778","Nothing","161DnLWsx1i3u1JT05lzqU","0du5cEVh5yTK9QJze8zA0C","Talking to the Moon",2010,"Bruno Mars","dance pop",48306533,0.511,0.498,217867,0.59,0,1,0.107,-4.721,0,145.867,4,0.0784
"4779","Nothing","2tJulUYLDKOg9XrtVkMgcJ","0du5cEVh5yTK9QJze8zA0C","Grenade",2010,"Bruno Mars","dance pop",48306533,0.148,0.704,222091,0.558,0,2,0.107,-7.273,0,110.444,4,0.245
"4780","Nothing","02VBYrHfVwfEWXk5DXyf0T","0du5cEVh5yTK9QJze8zA0C","Leave The Door Open",2021,"Bruno Mars","dance pop",48306533,0.182,0.586,242096,0.616,0,5,0.0927,-7.964,1,148.088,4,0.719
"4781","Nothing","22PMfvdz35fFKYnJyMn077","0du5cEVh5yTK9QJze8zA0C","Marry You",2010,"Bruno Mars","dance pop",48306533,0.332,0.621,230192,0.82,0,10,0.104,-4.865,1,144.905,4,0.452
"4782","Nothing","55h7vJchibLdUkxdlX3fK7","0du5cEVh5yTK9QJze8zA0C","Treasure",2012,"Bruno Mars","dance pop",48306533,0.0412,0.874,178560,0.692,7.24e-05,5,0.324,-5.28,0,116.017,4,0.937
"4783","Nothing","1ExfPZEiahqhLyajhybFeS","0du5cEVh5yTK9QJze8zA0C","The Lazy Song",2010,"Bruno Mars","dance pop",48306533,0.3,0.794,189109,0.711,0,8,0.0955,-5.124,0,174.915,4,0.955
"4784","Nothing","4Li2WHPkuyCdtmokzW2007","3nFkdlSjzX9mRTtwJOzDYB","Ni**as In Paris",2011,"JAY-Z","east coast hip hop",8374553,0.127,0.789,219333,0.858,0,1,0.349,-5.542,1,140.022,4,0.775
"4785","Nothing","2igwFfvr1OAGX9SKDCPBwO","3nFkdlSjzX9mRTtwJOzDYB","Empire State Of Mind",2009,"JAY-Z","east coast hip hop",8374553,0.0295,0.491,276920,0.956,0,11,0.46,-1.538,1,173.585,4,0.811
"4786","Nothing","5sNESr6pQfIhL3krM8CtZn","3nFkdlSjzX9mRTtwJOzDYB","Numb / Encore",2004,"JAY-Z","east coast hip hop",8374553,0.0603,0.687,205733,0.793,0,2,0.582,-4.254,1,107.045,4,0.751
"4787","Nothing","7LR85XLWw2yXqKBSI5brbG","3nFkdlSjzX9mRTtwJOzDYB","Run This Town",2009,"JAY-Z","east coast hip hop",8374553,0.281,0.632,267520,0.924,0,1,0.263,-1.802,1,86.844,4,0.441
"4788","Nothing","4lLmG1fatRUgnRz0Ol0WUi","3nFkdlSjzX9mRTtwJOzDYB","Why I Love You",2011,"JAY-Z","east coast hip hop",8374553,0.0259,0.48,201373,0.808,0,5,0.269,-4.133,1,123.387,4,0.37
"4789","Nothing","3Osd3Yf8K73aj4ySn6LrvK","3nFkdlSjzX9mRTtwJOzDYB","No Church In The Wild",2011,"JAY-Z","east coast hip hop",8374553,0.246,0.654,272507,0.75,0.0178,8,0.167,-7.509,0,92.78,4,0.557
"4790","Nothing","5Pt83OUaK3K9C2if4C5JOk","3nFkdlSjzX9mRTtwJOzDYB","Gotta Have It",2011,"JAY-Z","east coast hip hop",8374553,0.411,0.74,140747,0.574,0,4,0.262,-6.938,1,149.762,4,0.33
"4791","Nothing","6vegnfDS8DAEaCqWaPYGPy","3nFkdlSjzX9mRTtwJOzDYB","Otis",2011,"JAY-Z","east coast hip hop",8374553,0.552,0.754,178213,0.631,0,7,0.5,-4.751,0,94.577,4,0.432
"4792","Nothing","1gT5TGwbkkkUliNzHRIGi1","3nFkdlSjzX9mRTtwJOzDYB","4:44",2017,"JAY-Z","east coast hip hop",8374553,0.139,0.261,284493,0.852,4.26e-05,9,0.477,-4.965,1,177.997,4,0.431
"4793","Nothing","5ljCWsDlSyJ41kwqym2ORw","3nFkdlSjzX9mRTtwJOzDYB","03' Bonnie & Clyde",2002,"JAY-Z","east coast hip hop",8374553,0.23,0.759,205560,0.678,0,9,0.15,-5.148,0,89.64,4,0.327
"4794","Nothing","6habFhsOp2NvshLv26DqMb","4V8Sr092TqfHkfAA5fXXqG","Despacito",2019,"Luis Fonsi","latin pop",11050339,0.198,0.655,229360,0.797,0,2,0.067,-4.787,1,177.928,4,0.839
"4795","Nothing","1vnnXMrBeEWiRg3YCMCjQq","4V8Sr092TqfHkfAA5fXXqG","Despacito - Remix",2019,"Luis Fonsi","latin pop",11050339,0.226,0.649,230413,0.798,0,2,0.0711,-4.346,1,177.899,4,0.857
"4796","Nothing","0mlAOSILGRys2IbvyOT5VJ","4V8Sr092TqfHkfAA5fXXqG","Échame La Culpa",2019,"Luis Fonsi","latin pop",11050339,0.0391,0.733,173800,0.897,0,0,0.117,-3.652,1,96.006,4,0.649
"4797","Nothing","0tzixmHNQfE6S6SirSToxW","4V8Sr092TqfHkfAA5fXXqG","El Ultimo Adiós - Varios Artistas Version",2001,"Luis Fonsi","latin pop",11050339,0.641,0.276,237467,0.572,0,1,0.2,-7.818,1,77.986,4,0.285
"4798","Nothing","4lerOTNr2tFWJCAmmhymhi","4V8Sr092TqfHkfAA5fXXqG","No Me Doy Por Vencido",2008,"Luis Fonsi","latin pop",11050339,0.443,0.31,239400,0.663,0,3,0.609,-6.075,1,172.768,3,0.407
"4799","Nothing","6Z4lXWlvGEZxAi3qnqY0WB","4V8Sr092TqfHkfAA5fXXqG","CORAZONES ROTOS",2023,"Luis Fonsi","latin pop",11050339,0.238,0.788,230130,0.782,0.00042,9,0.0773,-5.517,1,123.042,4,0.525
"4800","Nothing","4cuGZb0iFyHtwaSKdKrJkF","4V8Sr092TqfHkfAA5fXXqG","Imposible",2019,"Luis Fonsi","latin pop",11050339,0.127,0.783,164533,0.738,0,11,0.127,-4.078,1,90.976,4,0.925
"4801","Nothing","609SDGj0txmlAXRrpwee9Y","4V8Sr092TqfHkfAA5fXXqG","Llegaste Tú",2014,"Luis Fonsi","latin pop",11050339,0.79,0.768,221947,0.529,0,1,0.2,-6.758,1,119.953,4,0.517
"4802","Nothing","0ZqhB08GsFc4xfV07AsXzE","4V8Sr092TqfHkfAA5fXXqG","Tanto",2020,"Luis Fonsi","latin pop",11050339,0.42,0.76,219760,0.772,4.89e-06,11,0.111,-4.529,1,143.942,4,0.604
"4803","Nothing","3ljr9ATeLs2BY9gNp7vm62","4V8Sr092TqfHkfAA5fXXqG","Corazón En La Maleta",2014,"Luis Fonsi","latin pop",11050339,0.027,0.642,221520,0.639,0,9,0.0871,-5.134,1,165.977,4,0.874
"4804","Nothing","4uVEdikP5eLUy8Dq6gjiPV","4VMYDCV2IEDYJArk749S6m","PANTIES Y BRASIERES",2023,"Daddy Yankee","latin hip hop",32797905,0.34,0.758,197383,0.888,0.00139,1,0.144,-2.851,1,107.039,4,0.408
"4805","Nothing","228BxWXUYQPJrJYHDLOHkj","4VMYDCV2IEDYJArk749S6m","Gasolina",2004,"Daddy Yankee","latin hip hop",32797905,0.322,0.852,192600,0.797,2.69e-06,0,0.0845,-6.543,1,96.008,4,0.741
"4806","Nothing","69vlMrzHwATKzupwNcUPyK","4VMYDCV2IEDYJArk749S6m","La Santa",2020,"Daddy Yankee","latin hip hop",32797905,0.0326,0.744,206420,0.868,0,1,0.0822,-4.524,1,93.037,4,0.586
"4807","Nothing","6habFhsOp2NvshLv26DqMb","4VMYDCV2IEDYJArk749S6m","Despacito",2019,"Daddy Yankee","latin hip hop",32797905,0.198,0.655,229360,0.797,0,2,0.067,-4.787,1,177.928,4,0.839
"4808","Nothing","26QKsGW4hMuwiEE1ftUMHe","4VMYDCV2IEDYJArk749S6m","Lo Que Pasó, Pasó",2004,"Daddy Yankee","latin hip hop",32797905,0.104,0.819,210933,0.741,0,8,0.283,-6.538,0,97.014,4,0.84
"4809","Nothing","5w9c2J52mkdntKOmRLeM2m","4VMYDCV2IEDYJArk749S6m","Con Calma",2019,"Daddy Yankee","latin hip hop",32797905,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,93.989,4,0.656
"4810","Nothing","2QKVCfIDdHf16FkDPFHBHX","4VMYDCV2IEDYJArk749S6m","ULALA (OOH LA LA)",2023,"Daddy Yankee","latin hip hop",32797905,0.0462,0.872,188009,0.681,1.38e-05,0,0.129,-4.348,0,96.986,4,0.481
"4811","Nothing","4t9a07PAghtQMRAIP9FQ7Z","4VMYDCV2IEDYJArk749S6m","Soltera - Remix",2019,"Daddy Yankee","latin hip hop",32797905,0.361,0.795,266087,0.783,0,5,0.437,-4.271,1,92.01,4,0.799
"4812","Nothing","2FNqnsX74ZlwduUAcnmzee","4VMYDCV2IEDYJArk749S6m","Tu Príncipe",2004,"Daddy Yankee","latin hip hop",32797905,0.16,0.77,205520,0.804,1e-05,4,0.193,-5.479,1,94.017,4,0.568
"4813","Nothing","0KkIkfsLEJbrcIhYsCL7L5","4VMYDCV2IEDYJArk749S6m","China",2020,"Daddy Yankee","latin hip hop",32797905,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,105.029,4,0.608
"4814","Nothing","77MdvMx9L4ZQuLhhn3o21h","0ZED1XzwlLHW4ZaG4lOT6m","If the World Was Ending (feat. Julia Michaels)",2021,"Julia Michaels","pop",4910290,0.866,0.429,209493,0.486,0,1,0.0982,-9.971,1,146.99,4,0.661
"4815","Nothing","5WtfUKzXircvW8l5aaVZWT","0ZED1XzwlLHW4ZaG4lOT6m","What A Time (feat. Niall Horan)",2019,"Julia Michaels","pop",4910290,0.662,0.516,173307,0.467,0,0,0.0853,-6.184,1,132.861,4,0.386
"4816","Nothing","7vu0JkJh0ldukEYbTVcqd0","0ZED1XzwlLHW4ZaG4lOT6m","Issues",2017,"Julia Michaels","pop",4910290,0.401,0.728,176320,0.415,0,8,0.0616,-6.852,1,114.145,4,0.455
"4817","Nothing","2LCGFBu1ej6zt4r1VGPjny","0ZED1XzwlLHW4ZaG4lOT6m","GONE",2023,"Julia Michaels","pop",4910290,0.515,0.564,246119,0.373,0,5,0.0995,-6.218,1,80.088,4,0.458
"4818","Nothing","5M5IB1cNzJqbWFEUK4a1MD","0ZED1XzwlLHW4ZaG4lOT6m","Heaven",2021,"Julia Michaels","pop",4910290,0.855,0.554,191813,0.371,0,7,0.0838,-9.104,0,199.828,3,0.245
"4819","Nothing","2Zg0aB5oVQlbQE1vzQmIIY","0ZED1XzwlLHW4ZaG4lOT6m","Hurt Somebody",2019,"Julia Michaels","pop",4910290,0.344,0.638,167107,0.51,0,1,0.212,-6.485,1,114.576,4,0.448
"4820","Nothing","0Ult84lvFuqNvbyXwyRQ58","0ZED1XzwlLHW4ZaG4lOT6m","I Miss You (feat. Julia Michaels)",2018,"Julia Michaels","pop",4910290,0.299,0.693,205987,0.624,7.64e-06,0,0.0955,-7.482,0,105.002,4,0.369
"4821","Nothing","3F7bhRhNpY4YKrwa4kGeUz","0ZED1XzwlLHW4ZaG4lOT6m","There's No Way (feat. Julia Michaels)",2018,"Julia Michaels","pop",4910290,0.49,0.755,174861,0.625,0,2,0.157,-7.114,1,147.022,4,0.374
"4822","Nothing","0ND8rF8oirMXtE59n585P6","0ZED1XzwlLHW4ZaG4lOT6m","17",2019,"Julia Michaels","pop",4910290,0.458,0.774,182800,0.466,0,4,0.111,-6.869,1,97.975,4,0.396
"4823","Nothing","4TqiKcUUvK7y6x6JG5NpJX","0ZED1XzwlLHW4ZaG4lOT6m","Issues - Acoustic",2017,"Julia Michaels","pop",4910290,0.745,0.689,175280,0.339,0,8,0.0746,-6.127,1,114.297,4,0.611
"4824","Nothing","5tz69p7tJuGPeMGwNTxYuV","4xRYI6VqpkE3UwrDrAZL8L","1-800-273-8255",2017,"Logic","conscious hip hop",5901159,0.569,0.62,250173,0.574,0,5,0.19,-7.788,0,100.023,4,0.357
"4825","Nothing","7M2tXmeS15NAzEn7ABFeBg","4xRYI6VqpkE3UwrDrAZL8L","Homicide (feat. Eminem)",2019,"Logic","conscious hip hop",5901159,0.137,0.694,245387,0.759,0,10,0.167,-5.667,0,140.055,4,0.77
"4826","Nothing","5E4mQ2mXblbeuI4tefnMZG","4xRYI6VqpkE3UwrDrAZL8L","Self Medication (feat. Seth MacFarlane, Redman, & Statik Selektah)",2023,"Logic","conscious hip hop",5901159,0.626,0.655,315103,0.881,0,5,0.125,-3.531,0,92.118,4,0.651
"4827","Nothing","17N5FdRwJuv3UXQ7MHnbhF","4xRYI6VqpkE3UwrDrAZL8L","Ballin",2018,"Logic","conscious hip hop",5901159,0.0475,0.737,166080,0.854,0,3,0.0905,-6.414,0,150.621,4,0.65
"4828","Nothing","4EAV2cKiqKP5UPZmY6dejk","4xRYI6VqpkE3UwrDrAZL8L","Everyday",2018,"Logic","conscious hip hop",5901159,0.0425,0.667,204747,0.741,0,1,0.0761,-4.099,1,149.908,4,0.422
"4829","Nothing","5jbDih9bLGmI8ycUKkN5XA","4xRYI6VqpkE3UwrDrAZL8L","Perfect",2020,"Logic","conscious hip hop",5901159,0.00948,0.769,100291,0.829,6.65e-05,0,0.301,-5.228,1,159.943,4,0.648
"4830","Nothing","3e7Y6sfFlIdBMJhX7wpqVO","4xRYI6VqpkE3UwrDrAZL8L","44 More",2018,"Logic","conscious hip hop",5901159,0.0718,0.824,188600,0.584,0,10,0.106,-7.098,0,139.965,4,0.219
"4831","Nothing","5gqsRd3x46C7dkVDNPIQ6H","4xRYI6VqpkE3UwrDrAZL8L","Sweeter Scars",2023,"Logic","conscious hip hop",5901159,0.0822,0.742,220569,0.771,0,5,0.162,-5.705,0,148.078,4,0.736
"4832","Nothing","7cGFbx7MP0H23iHZTZpqMM","4xRYI6VqpkE3UwrDrAZL8L","Everybody",2017,"Logic","conscious hip hop",5901159,0.161,0.885,162347,0.94,0,1,0.0675,-5.908,1,110.005,4,0.773
"4833","Nothing","1Kp6WFxRzc0sRBmGSgIYat","4xRYI6VqpkE3UwrDrAZL8L","Gang Related",2014,"Logic","conscious hip hop",5901159,0.209,0.597,167320,0.856,0.0159,10,0.278,-7.089,0,131.95,4,0.771
"4834","Nothing","0wI7QkCcs8FUQE1OkXUIqd","2wUjUUtkb5lvLKcGKsKqsR","Scars To Your Beautiful",2015,"Alessia Cara","canadian contemporary r&b",11474912,0.0285,0.573,230240,0.739,0,0,0.111,-5.74,1,97.085,4,0.451
"4835","Nothing","6uBhi9gBXWjanegOb2Phh0","2wUjUUtkb5lvLKcGKsKqsR","Stay",2017,"Alessia Cara","canadian contemporary r&b",11474912,0.253,0.69,210091,0.622,0,5,0.116,-5.025,0,102.04,4,0.544
"4836","Nothing","5zUQZjVB6bfewBXWqsP9PY","2wUjUUtkb5lvLKcGKsKqsR","Here",2015,"Alessia Cara","canadian contemporary r&b",11474912,0.0785,0.376,199453,0.821,0,0,0.0823,-3.974,1,120.462,4,0.331
"4837","Nothing","1ehPJRt49h6N0LoryqKZXq","2wUjUUtkb5lvLKcGKsKqsR","How Far I'll Go - Alessia Cara Version",2016,"Alessia Cara","canadian contemporary r&b",11474912,0.163,0.31,175507,0.54,0.000129,9,0.0713,-9.629,1,180.994,4,0.148
"4838","Nothing","4WzhjxvLP95y7AMDy0Atwb","2wUjUUtkb5lvLKcGKsKqsR","Out Of Love",2018,"Alessia Cara","canadian contemporary r&b",11474912,0.8,0.481,227693,0.267,0,7,0.249,-9.249,1,117.64,3,0.137
"4839","Nothing","0bmm9xZUJQDR1tBhWtIXVM","2wUjUUtkb5lvLKcGKsKqsR","Wild Things",2015,"Alessia Cara","canadian contemporary r&b",11474912,0.02,0.741,188493,0.626,0,1,0.0828,-4.826,0,108.029,4,0.706
"4840","Nothing","2JtSnwYNKOphDrshYL8n4p","2wUjUUtkb5lvLKcGKsKqsR","I'm Like A Bird - Recorded at Spotify Studios NYC",2019,"Alessia Cara","canadian contemporary r&b",11474912,0.238,0.524,219960,0.639,0,10,0.0598,-7.18,1,87.998,4,0.582
"4841","Nothing","13QIjo2iGBgl56mNDjJOet","2wUjUUtkb5lvLKcGKsKqsR","I Choose - From The Netflix Original Film ""The Willoughbys""",2020,"Alessia Cara","canadian contemporary r&b",11474912,0.386,0.66,217348,0.631,0,0,0.16,-6.464,1,138.007,3,0.416
"4842","Nothing","3ArYVrRb0lDBLzuJJqIXzC","2wUjUUtkb5lvLKcGKsKqsR","River Of Tears",2016,"Alessia Cara","canadian contemporary r&b",11474912,0.928,0.389,254507,0.373,0,6,0.146,-5.72,1,90.289,4,0.283
"4843","Nothing","3z1DnGBH2uhlDekJr0YVzQ","2wUjUUtkb5lvLKcGKsKqsR","Best Days",2021,"Alessia Cara","canadian contemporary r&b",11474912,0.875,0.518,211838,0.318,4.21e-06,6,0.13,-11.727,1,77.594,4,0.227
"4844","Nothing","0u2P5u6lvoDfwTYjAADbn4","6LuN9FCkKOj5PcnpouEgny","lovely (with Khalid)",2018,"Khalid","pop",15977803,0.934,0.351,200186,0.296,0,4,0.095,-10.109,0,115.284,4,0.12
"4845","Nothing","7FGq80cy8juXBCD2nrqdWU","6LuN9FCkKOj5PcnpouEgny","Eastside (with Halsey & Khalid)",2018,"Khalid","pop",15977803,0.549,0.632,170770,0.686,0,6,0.2,-7.665,0,89.949,4,0.329
"4846","Nothing","10xV5l9nhLvFpR8mqzs0bL","6LuN9FCkKOj5PcnpouEgny","Numb",2022,"Khalid","pop",15977803,0.121,0.912,155589,0.774,0.0127,0,0.101,-4.673,0,119.966,4,0.632
"4847","Nothing","6zeeWid2sgw4lap2jV61PZ","6LuN9FCkKOj5PcnpouEgny","Better",2018,"Khalid","pop",15977803,0.0765,0.596,229320,0.552,0.334,0,0.104,-10.278,0,97.949,4,0.112
"4848","Nothing","7vGuf3Y35N4wmASOKLUVVU","6LuN9FCkKOj5PcnpouEgny","Silence",2017,"Khalid","pop",15977803,0.256,0.52,180823,0.761,4.96e-06,4,0.17,-3.093,1,141.971,4,0.286
"4849","Nothing","5Z3GHaZ6ec9bsiI5BenrbY","6LuN9FCkKOj5PcnpouEgny","Young Dumb & Broke",2017,"Khalid","pop",15977803,0.199,0.799,202547,0.539,1.66e-05,1,0.165,-6.351,1,136.948,4,0.394
"4850","Nothing","70eFcWOvlMObDhURTqT4Fv","6LuN9FCkKOj5PcnpouEgny","Beautiful People (feat. Khalid)",2019,"Khalid","pop",15977803,0.124,0.64,197867,0.647,0,5,0.0801,-8.114,0,92.979,4,0.546
"4851","Nothing","152lZdxL1OR0ZMW6KquMif","6LuN9FCkKOj5PcnpouEgny","Location",2017,"Khalid","pop",15977803,0.33,0.736,219080,0.449,0.000162,1,0.0898,-11.462,0,80.126,4,0.326
"4852","Nothing","5bgwqaRSS3M8WHWruHgSL5","6LuN9FCkKOj5PcnpouEgny","8TEEN",2017,"Khalid","pop",15977803,0.225,0.83,228600,0.585,0.00209,1,0.0576,-5.802,1,105.03,4,0.642
"4853","Nothing","7j57nadsCph2KI9eYuaum8","6LuN9FCkKOj5PcnpouEgny","The Hard Way",2023,"Khalid","pop",15977803,0.072,0.691,183926,0.906,0,0,0.299,-4.458,1,119.978,4,0.657
"4854","Nothing","6habFhsOp2NvshLv26DqMb","4V8Sr092TqfHkfAA5fXXqG","Despacito",2019,"Luis Fonsi","latin pop",11050339,0.198,0.655,229360,0.797,0,2,0.067,-4.787,1,177.928,4,0.839
"4855","Nothing","1vnnXMrBeEWiRg3YCMCjQq","4V8Sr092TqfHkfAA5fXXqG","Despacito - Remix",2019,"Luis Fonsi","latin pop",11050339,0.226,0.649,230413,0.798,0,2,0.0711,-4.346,1,177.899,4,0.857
"4856","Nothing","0mlAOSILGRys2IbvyOT5VJ","4V8Sr092TqfHkfAA5fXXqG","Échame La Culpa",2019,"Luis Fonsi","latin pop",11050339,0.0391,0.733,173800,0.897,0,0,0.117,-3.652,1,96.006,4,0.649
"4857","Nothing","0tzixmHNQfE6S6SirSToxW","4V8Sr092TqfHkfAA5fXXqG","El Ultimo Adiós - Varios Artistas Version",2001,"Luis Fonsi","latin pop",11050339,0.641,0.276,237467,0.572,0,1,0.2,-7.818,1,77.986,4,0.285
"4858","Nothing","4lerOTNr2tFWJCAmmhymhi","4V8Sr092TqfHkfAA5fXXqG","No Me Doy Por Vencido",2008,"Luis Fonsi","latin pop",11050339,0.443,0.31,239400,0.663,0,3,0.609,-6.075,1,172.768,3,0.407
"4859","Nothing","6Z4lXWlvGEZxAi3qnqY0WB","4V8Sr092TqfHkfAA5fXXqG","CORAZONES ROTOS",2023,"Luis Fonsi","latin pop",11050339,0.238,0.788,230130,0.782,0.00042,9,0.0773,-5.517,1,123.042,4,0.525
"4860","Nothing","4cuGZb0iFyHtwaSKdKrJkF","4V8Sr092TqfHkfAA5fXXqG","Imposible",2019,"Luis Fonsi","latin pop",11050339,0.127,0.783,164533,0.738,0,11,0.127,-4.078,1,90.976,4,0.925
"4861","Nothing","609SDGj0txmlAXRrpwee9Y","4V8Sr092TqfHkfAA5fXXqG","Llegaste Tú",2014,"Luis Fonsi","latin pop",11050339,0.79,0.768,221947,0.529,0,1,0.2,-6.758,1,119.953,4,0.517
"4862","Nothing","0ZqhB08GsFc4xfV07AsXzE","4V8Sr092TqfHkfAA5fXXqG","Tanto",2020,"Luis Fonsi","latin pop",11050339,0.42,0.76,219760,0.772,4.89e-06,11,0.111,-4.529,1,143.942,4,0.604
"4863","Nothing","3ljr9ATeLs2BY9gNp7vm62","4V8Sr092TqfHkfAA5fXXqG","Corazón En La Maleta",2014,"Luis Fonsi","latin pop",11050339,0.027,0.642,221520,0.639,0,9,0.0871,-5.134,1,165.977,4,0.874
"4864","Nothing","4uVEdikP5eLUy8Dq6gjiPV","4VMYDCV2IEDYJArk749S6m","PANTIES Y BRASIERES",2023,"Daddy Yankee","latin hip hop",32797905,0.34,0.758,197383,0.888,0.00139,1,0.144,-2.851,1,107.039,4,0.408
"4865","Nothing","228BxWXUYQPJrJYHDLOHkj","4VMYDCV2IEDYJArk749S6m","Gasolina",2004,"Daddy Yankee","latin hip hop",32797905,0.322,0.852,192600,0.797,2.69e-06,0,0.0845,-6.543,1,96.008,4,0.741
"4866","Nothing","69vlMrzHwATKzupwNcUPyK","4VMYDCV2IEDYJArk749S6m","La Santa",2020,"Daddy Yankee","latin hip hop",32797905,0.0326,0.744,206420,0.868,0,1,0.0822,-4.524,1,93.037,4,0.586
"4867","Nothing","6habFhsOp2NvshLv26DqMb","4VMYDCV2IEDYJArk749S6m","Despacito",2019,"Daddy Yankee","latin hip hop",32797905,0.198,0.655,229360,0.797,0,2,0.067,-4.787,1,177.928,4,0.839
"4868","Nothing","26QKsGW4hMuwiEE1ftUMHe","4VMYDCV2IEDYJArk749S6m","Lo Que Pasó, Pasó",2004,"Daddy Yankee","latin hip hop",32797905,0.104,0.819,210933,0.741,0,8,0.283,-6.538,0,97.014,4,0.84
"4869","Nothing","5w9c2J52mkdntKOmRLeM2m","4VMYDCV2IEDYJArk749S6m","Con Calma",2019,"Daddy Yankee","latin hip hop",32797905,0.11,0.737,193227,0.86,1.94e-06,8,0.0574,-2.652,0,93.989,4,0.656
"4870","Nothing","2QKVCfIDdHf16FkDPFHBHX","4VMYDCV2IEDYJArk749S6m","ULALA (OOH LA LA)",2023,"Daddy Yankee","latin hip hop",32797905,0.0462,0.872,188009,0.681,1.38e-05,0,0.129,-4.348,0,96.986,4,0.481
"4871","Nothing","4t9a07PAghtQMRAIP9FQ7Z","4VMYDCV2IEDYJArk749S6m","Soltera - Remix",2019,"Daddy Yankee","latin hip hop",32797905,0.361,0.795,266087,0.783,0,5,0.437,-4.271,1,92.01,4,0.799
"4872","Nothing","2FNqnsX74ZlwduUAcnmzee","4VMYDCV2IEDYJArk749S6m","Tu Príncipe",2004,"Daddy Yankee","latin hip hop",32797905,0.16,0.77,205520,0.804,1e-05,4,0.193,-5.479,1,94.017,4,0.568
"4873","Nothing","0KkIkfsLEJbrcIhYsCL7L5","4VMYDCV2IEDYJArk749S6m","China",2020,"Daddy Yankee","latin hip hop",32797905,0.0846,0.786,301714,0.808,0.000289,7,0.0822,-3.702,1,105.029,4,0.608
"4874","Nothing","09IStsImFySgyp0pIQdqAc","2qxJFvFYMEDqd7ui6kSAcq","The Middle",2018,"Zedd","complextro",5938837,0.171,0.753,184732,0.657,0,7,0.112,-3.061,1,107.01,4,0.437
"4875","Nothing","6uBhi9gBXWjanegOb2Phh0","2qxJFvFYMEDqd7ui6kSAcq","Stay",2017,"Zedd","complextro",5938837,0.253,0.69,210091,0.622,0,5,0.116,-5.025,0,102.04,4,0.544
"4876","Nothing","60wwxj6Dd9NJlirf84wr2c","2qxJFvFYMEDqd7ui6kSAcq","Clarity",2012,"Zedd","complextro",5938837,0.0398,0.509,271427,0.781,0,8,0.0749,-3.48,1,128,4,0.176
"4877","Nothing","575NJxNUVDqwJGdzBrlLbv","2qxJFvFYMEDqd7ui6kSAcq","Lost In Japan - Remix",2018,"Zedd","complextro",5938837,0.0911,0.706,201253,0.855,0,10,0.347,-5.377,1,107.184,4,0.293
"4878","Nothing","2ISSQPb9LHHiV6ng2NXosL","2qxJFvFYMEDqd7ui6kSAcq","Beautiful Now",2015,"Zedd","complextro",5938837,0.0079,0.628,218293,0.833,1.48e-05,11,0.074,-4.126,0,128.003,4,0.56
"4879","Nothing","2QtJA4gbwe1AcanB2p21aP","2qxJFvFYMEDqd7ui6kSAcq","Stay The Night - Featuring Hayley Williams Of Paramore",2012,"Zedd","complextro",5938837,0.109,0.596,217347,0.738,0,8,0.0947,-3.109,1,127.961,4,0.461
"4880","Nothing","4keoy2fqgwGnbWlm3ZVZFa","2qxJFvFYMEDqd7ui6kSAcq","Happy Now",2018,"Zedd","complextro",5938837,0.579,0.503,207030,0.741,1.49e-06,4,0.0712,-5.128,1,88.335,3,0.458
"4881","Nothing","1JDIArrcepzWDTAWXdGYmP","2qxJFvFYMEDqd7ui6kSAcq","I Want You To Know",2015,"Zedd","complextro",5938837,0.00537,0.58,240000,0.846,6.62e-06,9,0.145,-2.876,0,129.998,4,0.366
"4882","Nothing","5aUSEPNd3m5xliFK4pn5mU","2qxJFvFYMEDqd7ui6kSAcq","Good Thing (with Kehlani)",2019,"Zedd","complextro",5938837,0.399,0.693,210901,0.564,0,1,0.0409,-3.857,0,185.913,3,0.574
"4883","Nothing","1elhmWW7Bv0MOQj2gAsyoV","2qxJFvFYMEDqd7ui6kSAcq","Make You Say",2022,"Zedd","complextro",5938837,0.351,0.687,206000,0.61,0,8,0.175,-4.713,0,128.15,4,0.649
